chr start stop block
8 133351144 134570000 87
8 134570001 136035604 88
8 136035605 137524150 89
8 137524151 139254829 90
8 139254830 140725642 91
8 140725643 143044913 92
8 143044914 144236880 93
8 144236881 146303866 94
8 146303867 999999999 95
9 1 1079706 1
9 1079707 1916876 2
9 1916877 3190063 3
9 3190064 4495327 4
9 4495328 4884925 5
9 4884926 6557588 6
9 6557589 7154922 7
9 7154923 8456298 8
9 8456299 9166402 9
9 9166403 10879252 10
9 10879253 12276488 11
9 12276489 14836362 12
9 14836363 16659654 13
9 16659655 18661050 14
9 18661051 20463533 15
9 20463534 22206558 16
9 22206559 24158517 17
9 24158518 25330809 18
9 25330810 26111756 19
9 26111757 28224282 20
9 28224283 28811583 21
9 28811584 30387391 22
9 30387392 31310382 23
9 31310383 32019367 24
9 32019368 33578333 25
9 33578334 34642242 26
9 34642243 36743282 27
9 36743283 38641598 28
9 38641599 65472189 29
9 65472190 72512710 30
9 72512711 72753754 31
9 72753755 74253039 32
9 74253040 76203945 33
9 76203946 76973080 34
9 76973081 78900182 35
9 78900183 79471207 36
9 79471208 81079054 37
9 81079055 82590927 38
9 82590928 84211232 39
9 84211233 85440800 40
9 85440801 86938195 41
9 86938196 88109332 42
9 88109333 88590416 43
9 88590417 90136245 44
9 90136246 92528697 45
9 92528698 94167202 46
9 94167203 96671697 47
9 96671698 98922039 48
9 98922040 101592858 49
9 101592859 104624436 50
9 104624437 105967975 51
9 105967976 107581748 52
9 107581749 109298753 53
9 109298754 110695061 54
9 110695062 112778023 55
9 112778024 114831081 56
9 114831082 115693144 57
9 115693145 117019800 58
9 117019801 117921959 59
9 117921960 121321536 60
9 121321537 122260296 61
9 122260297 124871321 62
9 124871322 126971886 63
9 126971887 129059664 64
9 129059665 130055509 65
9 130055510 132165469 66
9 132165470 133223216 67
9 133223217 134127887 68
9 134127888 135298841 69
9 135298842 137041121 70
9 137041122 137589363 71
9 137589364 138938977 72
9 138938978 139500341 73
9 139500342 141144795 74
9 141144796 999999999 75
10 1 751338 1
10 751339 1523543 2
10 1523544 2254499 3
10 2254500 3352698 4
10 3352699 4572273 5
10 4572274 5983761 6
10 5983762 7171483 7
10 7171484 8774664 8
10 8774665 10249395 9
10 10249396 12586796 10
10 12586797 13321599 11
10 13321600 15026067 12
10 15026068 16551766 13
10 16551767 18537266 14
10 18537267 19716877 15
10 19716878 22772282 16
10 22772283 23175131 17
10 23175132 25578595 18
10 25578596 26888683 19
10 26888684 29323235 20
10 29323236 29783691 21
10 29783692 30458837 22
10 30458838 31907518 23
10 31907519 33707967 24
10 33707968 35109354 25
10 35109355 36572507 26
10 36572508 37790028 27
10 37790029 42372578 28
10 42372579 43894770 29
10 43894771 44730074 30
10 44730075 48760449 31
10 48760450 50840914 32
10 50840915 53616628 33
10 53616629 55103571 34
10 55103572 57031139 35
10 57031140 57662145 36
10 57662146 58959527 37
10 58959528 60289986 38
10 60289987 61891408 39
10 61891409 62659678 40
10 62659679 63341694 41
10 63341695 65794113 42
10 65794114 67549614 43
10 67549615 69900147 44
10 69900148 70195990 45
10 70195991 72220849 46
10 72220850 73508511 47
10 73508512 75422549 48
10 75422550 78706813 49
10 78706814 80876748 50
10 80876749 82414678 51
10 82414679 84383744 52
10 84383745 85458702 53
10 85458703 87937576 54
10 87937577 89127063 55
10 89127064 91013380 56
10 91013381 92006580 57
10 92006581 93335046 58
10 93335047 95396367 59
10 95396368 96221242 60
10 96221243 97822356 61
10 97822357 100241301 62
10 100241302 100668399 63
10 100668400 102949238 64
10 102949239 104380409 65
10 104380410 106695047 66
10 106695048 108726685 67
10 108726686 110317704 68
10 110317705 112561492 69
10 112561493 115328431 70
10 115328432 116421405 71
10 116421406 119523933 72
10 119523934 120591352 73
10 120591353 122407322 74
10 122407323 123231464 75
10 123231465 123900544 76
10 123900545 125869345 77
10 125869346 128001097 78
10 128001098 129154361 79
10 129154362 130844283 80
10 130844284 131741326 81
10 131741327 132580244 82
10 132580245 134336328 83
10 134336329 134494672 84
10 134494673 135523864 85
10 135523865 999999999 86
11 1 1213589 1
11 1213590 3665480 2
11 3665481 4746708 3
11 4746709 6322868 4
11 6322869 7436700 5
11 7436701 8333273 6
11 8333274 9087316 7
11 9087317 10952026 8
11 10952027 12564228 9
11 12564229 13373123 10
11 13373124 15742551 11
11 15742552 17578401 12
11 17578402 19569534 13
11 19569535 21017137 14
11 21017138 22374141 15
11 22374142 24088516 16
11 24088517 26045752 17
11 26045753 27020460 18
11 27020461 28481592 19
11 28481593 30141356 20
11 30141357 32276900 21
11 32276901 33958738 22
11 33958739 35502604 23
11 35502605 37116814 24
11 37116815 39382002 25
11 39382003 42310002 26
11 42310003 44693798 27
11 44693799 47006136 28
11 47006137 49866049 29
11 49866050 54695472 30
11 54695473 55082656 31
11 55082657 58457494 32
11 58457495 58780548 33
11 58780549 62223770 34
11 62223771 63804568 35
11 63804569 65898630 36
11 65898631 68005824 37
11 68005825 69516129 38
11 69516130 70926291 39
11 70926292 72286016 40
11 72286017 74412350 41
11 74412351 76797208 42
11 76797209 78355057 43
11 78355058 80722372 44
11 80722373 81266711 45
11 81266712 84381271 46
11 84381272 86619300 47
11 86619301 87430234 48
11 87430235 89208935 49
11 89208936 90966489 50
11 90966490 92077143 51
11 92077144 93276156 52
11 93276157 94242259 53
11 94242260 95726040 54
11 95726041 97057057 55
11 97057058 98705064 56
11 98705065 100417168 57
11 100417169 101331120 58
11 101331121 103959635 59
11 103959636 104873283 60
11 104873284 106520893 61
11 106520894 107844199 62
11 107844200 108437036 63
