chr start stop block
1 219254577 220532528 173
1 220532529 221151628 174
1 221151629 221859776 175
1 221859777 223632067 176
1 223632068 224939011 177
1 224939012 225554181 178
1 225554182 226811743 179
1 226811744 227683467 180
1 227683468 229369484 181
1 229369485 230777435 182
1 230777436 231395520 183
1 231395521 232811262 184
1 232811263 233760365 185
1 233760366 234763953 186
1 234763954 236162591 187
1 236162592 236909189 188
1 236909190 237827755 189
1 237827756 238725761 190
1 238725762 239566529 191
1 239566530 240563847 192
1 240563848 241582348 193
1 241582349 242072417 194
1 242072418 243046647 195
1 243046648 244259704 196
1 244259705 245124252 197
1 245124253 245966766 198
1 245966767 246607201 199
1 246607202 248140055 200
1 248140056 249239465 201
1 249239466 999999999 202
2 1 341833 1
2 341834 1161562 2
2 1161563 1688844 3
2 1688845 2829809 4
2 2829810 3389304 5
2 3389305 4319940 6
2 4319941 5708197 7
2 5708198 6308800 8
2 6308801 7045636 9
2 7045637 8642584 10
2 8642585 9907623 11
2 9907624 10971016 12
2 10971017 11758220 13
2 11758221 13068331 14
2 13068332 14304989 15
2 14304990 14390735 16
2 14390736 15055680 17
2 15055681 16550461 18
2 16550462 17462469 19
2 17462470 19188346 20
2 19188347 20401611 21
2 20401612 20842641 22
2 20842642 21926105 23
2 21926106 22429228 24
2 22429229 23536650 25
2 23536651 24688054 26
2 24688055 26776126 27
2 26776127 28487387 28
2 28487388 29455478 29
2 29455479 30415814 30
2 30415815 30727865 31
2 30727866 31567373 32
2 31567374 32498258 33
2 32498259 33733195 34
2 33733196 34497189 35
2 34497190 34815864 36
2 34815865 35611325 37
2 35611326 36466769 38
2 36466770 37604277 39
2 37604278 38133180 40
2 38133181 38885103 41
2 38885104 40080879 42
2 40080880 40506795 43
2 40506796 41384160 44
2 41384161 42089279 45
2 42089280 43312203 46
2 43312204 44276074 47
2 44276075 45408268 48
2 45408269 46127848 49
2 46127849 46723210 50
2 46723211 47807106 51
2 47807107 48953184 52
2 48953185 49569433 53
2 49569434 50819695 54
2 50819696 52332719 55
2 52332720 52786542 56
2 52786543 53861636 57
2 53861637 54685939 58
2 54685940 56203478 59
2 56203479 57429381 60
2 57429382 58846098 61
2 58846099 60728185 62
2 60728186 62428108 63
2 62428109 64825611 64
2 64825612 65298645 65
2 65298646 66327840 66
2 66327841 67225472 67
2 67225473 68032752 68
2 68032753 69345470 69
2 69345471 70579824 70
2 70579825 71939616 71
2 71939617 73176102 72
2 73176103 74363591 73
2 74363592 74972017 74
2 74972018 76181589 75
2 76181590 76891597 76
2 76891598 78078780 77
2 78078781 78843120 78
2 78843121 80048654 79
2 80048655 80804549 80
2 80804550 81620570 81
2 81620571 82691806 82
2 82691807 84371693 83
2 84371694 85386143 84
2 85386144 86743248 85
2 86743249 91777439 86
2 91777440 97348108 87
2 97348109 98145421 88
2 98145422 99262552 89
2 99262553 100545854 90
2 100545855 101340061 91
2 101340062 102237116 92
2 102237117 103308801 93
2 103308802 105189867 94
2 105189868 105874694 95
2 105874695 107408266 96
2 107408267 108156846 97
2 108156847 109541134 98
2 109541135 111033829 99
2 111033830 112038208 100
2 112038209 113476882 101
2 113476883 114065123 102
2 114065124 115607823 103
2 115607824 116058191 104
2 116058192 116776779 105
2 116776780 117821874 106
2 117821875 118952956 107
2 118952957 120259593 108
2 120259594 121358473 109
2 121358474 123223448 110
2 123223449 124732510 111
2 124732511 125763336 112
2 125763337 127772591 113
2 127772592 129312597 114
2 129312598 129865337 115
2 129865338 130617196 116
2 130617197 131474181 117
2 131474182 133640624 118
2 133640625 135158649 119
2 135158650 135985563 120
2 135985564 137629839 121
2 137629840 138395809 122
2 138395810 138880562 123
2 138880563 139811929 124
2 139811930 140232397 125
2 140232398 141336130 126
2 141336131 142793101 127
2 142793102 143926522 128
2 143926523 145305193 129
2 145305194 147254109 130
2 147254110 148177538 131
2 148177539 149269488 132
2 149269489 150210394 133
2 150210395 151191043 134
2 151191044 151998045 135
2 151998046 152494569 136
2 152494570 153466205 137
2 153466206 154414565 138
2 154414566 155391417 139
2 155391418 156765629 140
2 156765630 158631734 141
2 158631735 159576805 142
2 159576806 160380716 143
2 160380717 162102537 144
2 162102538 163415639 145
2 163415640 164225268 146
2 164225269 165205051 147
2 165205052 166534987 148
2 166534988 167490627 149
2 167490628 168811823 150
2 168811824 169752950 151
2 169752951 170272726 152
2 170272727 171079149 153
2 171079150 172088586 154
2 172088587 173137148 155
2 173137149 173658862 156
2 173658863 174553139 157
2 174553140 175589799 158
2 175589800 177364437 159
2 177364438 178553112 160
2 178553113 180337234 161
2 180337235 181314164 162
2 181314165 182266095 163
2 182266096 182847530 164
2 182847531 184356241 165
2 184356242 184915172 166
2 184915173 186246383 167
2 186246384 186913396 168
2 186913397 188896663 169
2 188896664 189750862 170
2 189750863 190942897 171
2 190942898 191874103 172
2 191874104 192594171 173
2 192594172 195123156 174
2 195123157 196052943 175
2 196052944 197309018 176
2 197309019 197829130 177
2 197829131 199253527 178
2 199253528 199928464 179
2 199928465 200922171 180
2 200922172 202862335 181
2 202862336 204445956 182
2 204445957 205799247 183
2 205799248 206507744 184
2 206507745 208118774 185
2 208118775 209750774 186
2 209750775 210842813 187
2 210842814 212194769 188
2 212194770 212846384 189
2 212846385 214014533 190
2 214014534 215245776 191
2 215245777 216450539 192
2 216450540 217553017 193
2 217553018 218828873 194
2 218828874 219849632 195
2 219849633 220917055 196
2 220917056 221809669 197
2 221809670 222986695 198
2 222986696 224176379 199
2 224176380 224932898 200
2 224932899 225366400 201
2 225366401 226670832 202
2 226670833 227533265 203
2 227533266 228117830 204
2 228117831 228811407 205
2 228811408 230069600 206
2 230069601 231327219 207
2 231327220 232584839 208
2 232584840 233365141 209
2 233365142 233965932 210
2 233965933 235010462 211
2 235010463 235973156 212
2 235973157 236768464 213
2 236768465 237694122 214
2 237694123 238647483 215
2 238647484 239523867 216
2 239523868 240622716 217
2 240622717 241384854 218
2 241384855 242149732 219
2 242149733 243188919 220
2 243188920 999999999 221
3 1 676397 1
3 676398 1091867 2
3 1091868 2039764 3
3 2039765 2726153 4
3 2726154 3587552 5
3 3587553 4877767 6
3 4877768 5802413 7
3 5802414 6844969 8
3 6844970 7603039 9
3 7603040 8673721 10
3 8673722 9344353 11
3 9344354 9971966 12
3 9971967 11101757 13
3 11101758 11714340 14
3 11714341 12427800 15
3 12427801 13732839 16
3 13732840 14817903 17
3 14817904 16284029 18
3 16284030 17394964 19
3 17394965 19125481 20
3 19125482 20374565 21
3 20374566 21524924 22
3 21524925 22416958 23
3 22416959 23123856 24
3 23123857 23649746 25
3 23649747 24410935 26
3 24410936 25460124 27
3 25460125 26877201 28
3 26877202 27958680 29
3 27958681 29017560 30
3 29017561 29813801 31
3 29813802 30662553 32
3 30662554 31066297 33
3 31066298 32124033 34
3 32124034 32466301 35
3 32466302 33254041 36
3 33254042 34199649 37
3 34199650 34814100 38
3 34814101 35536013 39
3 35536014 36832479 40
3 36832480 37533757 41
3 37533758 38356512 42
3 38356513 39422116 43
3 39422117 40084824 44
3 40084825 40899163 45
3 40899164 42335422 46
3 42335423 43802617 47
3 43802618 45396118 48
3 45396119 46657622 49
3 46657623 47629024 50
3 47629025 49416031 51
3 49416032 52064356 52
3 52064357 53886456 53
3 53886457 55267910 54
3 55267911 56434015 55
3 56434016 58552328 56
3 58552329 59904016 57
3 59904017 60808665 58
3 60808666 62358426 59
3 62358427 63145509 60
3 63145510 64479280 61
3 64479281 65584842 62
3 65584843 65832618 63
3 65832619 66905195 64
3 66905196 67833494 65
3 67833495 69430168 66
3 69430169 70891776 67
3 70891777 72528972 68
3 72528973 73241471 69
3 73241472 74096493 70
3 74096494 74546762 71
3 74546763 75377907 72
3 75377908 76159762 73
3 76159763 77153175 74
3 77153176 77809732 75
3 77809733 79024916 76
3 79024917 79572544 77
3 79572545 81426887 78
3 81426888 82504147 79
3 82504148 83327408 80
3 83327409 85394741 81
3 85394742 85571533 82
3 85571534 87088665 83
3 87088666 87589988 84
3 87589989 88369177 85
3 88369178 93505308 86
3 93505309 94255685 87
3 94255686 96057807 88
3 96057808 97360705 89
3 97360706 98302448 90
3 98302449 99045952 91
3 99045953 99695730 92
3 99695731 100593839 93
3 100593840 101902779 94
3 101902780 103027344 95
3 103027345 103449505 96
3 103449506 104580795 97
3 104580796 105338944 98
3 105338945 106336063 99
3 106336064 107236451 100
3 107236452 108636708 101
3 108636709 110095061 102
3 110095062 110930467 103
3 110930468 111942167 104
3 111942168 112595811 105
3 112595812 113948985 106
3 113948986 115409624 107
3 115409625 116314607 108
3 116314608 117445029 109
3 117445030 118903461 110
3 118903462 120149207 111
3 120149208 121130893 112
3 121130894 122345088 113
3 122345089 123427583 114
3 123427584 124280897 115
3 124280898 124936372 116
3 124936373 126213980 117
3 126213981 127069062 118
3 127069063 127471728 119
3 127471729 128185016 120
3 128185017 128643316 121
3 128643317 130025370 122
3 130025371 131373769 123
3 131373770 132449425 124
3 132449426 133574977 125
3 133574978 134694247 126
3 134694248 136073919 127
3 136073920 137771781 128
3 137771782 139032495 129
3 139032496 139955031 130
3 139955032 140768752 131
3 140768753 141919070 132
3 141919071 142691198 133
3 142691199 143534133 134
3 143534134 144884906 135
3 144884907 145517756 136
3 145517757 146967936 137
3 146967937 149152132 138
3 149152133 150530655 139
3 150530656 151312057 140
3 151312058 152289534 141
3 152289535 153405258 142
3 153405259 154184567 143
3 154184568 156150320 144
3 156150321 157167508 145
3 157167509 158065282 146
3 158065283 159274739 147
3 159274740 160403713 148
3 160403714 161524488 149
3 161524489 162343228 150
3 162343229 163255067 151
3 163255068 163974757 152
3 163974758 165055928 153
3 165055929 165936202 154
3 165936203 167294393 155
3 167294394 169192615 156
3 169192616 170378450 157
3 170378451 171039628 158
3 171039629 171886136 159
3 171886137 172581838 160
3 172581839 173865976 161
3 173865977 175051753 162
3 175051754 176031972 163
3 176031973 177441766 164
3 177441767 177744881 165
3 177744882 179573584 166
3 179573585 180523243 167
3 180523244 181935073 168
3 181935074 182969438 169
3 182969439 184324201 170
3 184324202 185565963 171
3 185565964 186694339 172
3 186694340 187461867 173
3 187461868 188397349 174
3 188397350 189452797 175
3 189452798 190262866 176
3 190262867 191224424 177
3 191224425 192296072 178
3 192296073 193100989 179
3 193100990 193887733 180
3 193887734 194540458 181
3 194540459 195644819 182
3 195644820 196388022 183
3 196388023 197082192 184
3 197082193 197946621 185
3 197946622 999999999 186
4 1 687510 1
4 687511 1684642 2
4 1684643 2305226 3
4 2305227 2834741 4
4 2834742 3845784 5
4 3845785 4245590 6
4 4245591 4766590 7
4 4766591 5401016 8
4 5401017 5643189 9
4 5643190 6521322 10
4 6521323 7148477 11
4 7148478 7539242 12
4 7539243 8156981 13
4 8156982 9217083 14
4 9217084 9408705 15
4 9408706 11051085 16
4 11051086 12322192 17
4 12322193 13004593 18
4 13004594 14033517 19
4 14033518 14806061 20
4 14806062 16015595 21
4 16015596 16579301 22
4 16579302 17466662 23
4 17466663 17797757 24
4 17797758 19071747 25
4 19071748 20088276 26
4 20088277 21335952 27
4 21335953 22319993 28
4 22319994 22832681 29
4 22832682 23924074 30
4 23924075 25470691 31
4 25470692 26836220 32
4 26836221 27705165 33
4 27705166 28222857 34
4 28222858 29313922 35
4 29313923 30154626 36
4 30154627 31205516 37
4 31205517 32260537 38
4 32260538 33200598 39
4 33200599 34357425 40
4 34357426 36303851 41
4 36303852 37255697 42
4 37255698 38286556 43
4 38286557 39427019 44
4 39427020 40393463 45
4 40393464 41222718 46
4 41222719 42663369 47
4 42663370 43145455 48
4 43145456 44139212 49
4 44139213 45189923 50
4 45189924 46054690 51
4 46054691 47412265 52
4 47412266 47710584 53
4 47710585 48823979 54
4 48823980 53817862 55
4 53817863 54657395 56
4 54657396 55752127 57
4 55752128 56546692 58
4 56546693 57430921 59
4 57430922 58078978 60
4 58078979 58935042 61
4 58935043 60085390 62
4 60085391 60866604 63
4 60866605 61821921 64
4 61821922 62370660 65
4 62370661 63240971 66
4 63240972 63843286 67
4 63843287 64340653 68
4 64340654 64747721 69
4 64747722 66128224 70
4 66128225 66620679 71
4 66620680 67037824 72
4 67037825 68059161 73
4 68059162 68458380 74
4 68458381 69601660 75
4 69601661 71049151 76
4 71049152 72016501 77
4 72016502 72802205 78
4 72802206 73855508 79
4 73855509 74726879 80
4 74726880 75631227 81
4 75631228 76827156 82
4 76827157 77719621 83
4 77719622 78334881 84
4 78334882 79094833 85
4 79094834 80084153 86
4 80084154 81208101 87
4 81208102 82126120 88
4 82126121 83372470 89
4 83372471 84286737 90
4 84286738 85289324 91
4 85289325 86603544 92
4 86603545 87753538 93
4 87753539 89237736 94
4 89237737 90234947 95
4 90234948 91560612 96
4 91560613 93450934 97
4 93450935 94233343 98
4 94233344 95097988 99
4 95097989 96314364 100
4 96314365 96905229 101
4 96905230 97783245 102
4 97783246 99709223 103
4 99709224 100729587 104
4 100729588 101897036 105
4 101897037 102706910 106
4 102706911 104376203 107
4 104376204 104804495 108
4 104804496 105705506 109
4 105705507 106508006 110
4 106508007 107821659 111
4 107821660 108821230 112
4 108821231 111325663 113
4 111325664 113247365 114
4 113247366 115665839 115
4 115665840 117043350 116
4 117043351 118388139 117
4 118388140 119110852 118
4 119110853 121393876 119
4 121393877 122150119 120
4 122150120 123564876 121
4 123564877 124387863 122
4 124387864 125864037 123
4 125864038 126751641 124
4 126751642 127823455 125
4 127823456 129488724 126
4 129488725 130591941 127
4 130591942 131284153 128
4 131284154 132159526 129
4 132159527 133742119 130
4 133742120 134628274 131
4 134628275 135917914 132
4 135917915 136129287 133
4 136129288 137248643 134
4 137248644 137832557 135
4 137832558 138234867 136
4 138234868 139117652 137
4 139117653 139607793 138
4 139607794 141562492 139
4 141562493 142337645 140
4 142337646 144407241 141
4 144407242 145518311 142
4 145518312 147010778 143
4 147010779 149137624 144
4 149137625 150926531 145
4 150926532 152782333 146
4 152782334 154477809 147
4 154477810 155057509 148
4 155057510 155772856 149
4 155772857 156519991 150
4 156519992 157446691 151
4 157446692 157892375 152
4 157892376 158125629 153
4 158125630 158750048 154
4 158750049 160360025 155
4 160360026 161116374 156
4 161116375 162410832 157
4 162410833 163413814 158
4 163413815 164779493 159
4 164779494 165222986 160
4 165222987 165823643 161
4 165823644 167018250 162
4 167018251 167852084 163
4 167852085 169413767 164
4 169413768 170776509 165
4 170776510 172559171 166
4 172559172 174052265 167
4 174052266 175429592 168
4 175429593 176375966 169
4 176375967 177295181 170
4 177295182 178152875 171
4 178152876 179933204 172
4 179933205 180588134 173
4 180588135 182160358 174
4 182160359 182789613 175
4 182789614 183934210 176
4 183934211 184442556 177
4 184442557 185329703 178
4 185329704 185982901 179
4 185982902 186714616 180
4 186714617 187391679 181
4 187391680 188228280 182
4 188228281 189155492 183
4 189155493 189547259 184
4 189547260 190431992 185
4 190431993 191043593 186
4 191043594 999999999 187
5 1 402960 1
5 402961 1234790 2
5 1234791 1935572 3
5 1935573 2723760 4
5 2723761 3104934 5
5 3104935 3779072 6
5 3779073 4399326 7
5 4399327 5406014 8
5 5406015 6338457 9
5 6338458 7184195 10
5 7184196 8445959 11
5 8445960 9536259 12
5 9536260 11303052 13
5 11303053 12781329 14
5 12781330 14733551 15
5 14733552 15549449 16
5 15549450 16592899 17
5 16592900 17093863 18
5 17093864 18129403 19
5 18129404 18743294 20
5 18743295 19916948 21
5 19916949 20561172 22
5 20561173 22152340 23
5 22152341 22657026 24
5 22657027 23439149 25
5 23439150 24365962 26
5 24365963 25719551 27
5 25719552 26360907 28
5 26360908 26937836 29
5 26937837 27368296 30
5 27368297 28720093 31
5 28720094 29714812 32
5 29714813 30566068 33
5 30566069 31762551 34
5 31762552 32724805 35
5 32724806 33594399 36
5 33594400 35049265 37
5 35049266 36664784 38
5 36664785 38142952 39
5 38142953 39438250 40
5 39438251 40219119 41
5 40219120 41432324 42
5 41432325 42858278 43
5 42858279 43473530 44
5 43473531 44827068 45
5 44827069 50163397 46
5 50163398 52133669 47
5 52133670 52672885 48
5 52672886 54328822 49
5 54328823 55417101 50
5 55417102 56335026 51
5 56335027 57339988 52
5 57339989 57900518 53
5 57900519 59570628 54
5 59570629 59841615 55
5 59841616 61620880 56
5 61620881 62534510 57
5 62534511 63218545 58
5 63218546 63484868 59
5 63484869 65083570 60
5 65083571 66509701 61
5 66509702 67408355 62
5 67408356 68868971 63
5 68868972 71133484 64
5 71133485 72465173 65
5 72465174 74241526 66
5 74241527 75244750 67
5 75244751 76311434 68
5 76311435 77176457 69
5 77176458 78125684 70
5 78125685 79392940 71
5 79392941 80449001 72
5 80449002 82082053 73
5 82082054 83307080 74
5 83307081 84398552 75
5 84398553 86131568 76
5 86131569 87217957 77
5 87217958 89586849 78
5 89586850 89916949 79
5 89916950 91078358 80
5 91078359 92632877 81
5 92632878 94461731 82
5 94461732 95111204 83
5 95111205 95963471 84
5 95963472 96872553 85
5 96872554 97741546 86
5 97741547 98565686 87
5 98565687 100594914 88
5 100594915 101111055 89
5 101111056 101612033 90
5 101612034 103084571 91
5 103084572 104224264 92
5 104224265 105066438 93
5 105066439 105893028 94
5 105893029 107111473 95
5 107111474 107817712 96
5 107817713 109496784 97
5 109496785 109931257 98
5 109931258 111135805 99
5 111135806 111982390 100
5 111982391 113123589 101
5 113123590 113778523 102
5 113778524 114452053 103
5 114452054 115120706 104
5 115120707 115845074 105
5 115845075 117005250 106
5 117005251 117715059 107
5 117715060 118151861 108
5 118151862 119389031 109
5 119389032 119868283 110
5 119868284 120964921 111
5 120964922 121487401 112
5 121487402 122525884 113
5 122525885 123596348 114
5 123596349 123798023 115
5 123798024 124854561 116
5 124854562 125866977 117
5 125866978 127344715 118
5 127344716 129106378 119
5 129106379 129518830 120
5 129518831 130759191 121
5 130759192 132812132 122
5 132812133 133417638 123
5 133417639 134330499 124
5 134330500 135342828 125
5 135342829 136942263 126
5 136942264 137952061 127
5 137952062 138410579 128
5 138410580 140645770 129
5 140645771 141998379 130
5 141998380 143041630 131
5 143041631 144695542 132
5 144695543 145082619 133
5 145082620 146434324 134
5 146434325 147181193 135
5 147181194 147860934 136
5 147860935 148810402 137
5 148810403 149659320 138
5 149659321 150169520 139
5 150169521 151656397 140
5 151656398 152504398 141
5 152504399 153898904 142
5 153898905 154761969 143
5 154761970 155458562 144
5 155458563 156105623 145
5 156105624 157583741 146
5 157583742 158501190 147
5 158501191 159657040 148
5 159657041 160527014 149
5 160527015 161483494 150
5 161483495 162380320 151
5 162380321 162988794 152
5 162988795 163647382 153
5 163647383 164502960 154
5 164502961 165646313 155
5 165646314 166435005 156
5 166435006 167269156 157
5 167269157 168524896 158
5 168524897 169634789 159
5 169634790 170905060 160
5 170905061 172043923 161
5 172043924 173022859 162
5 173022860 174016837 163
5 174016838 174765554 164
5 174765555 175963244 165
5 175963245 177786774 166
5 177786775 178616810 167
5 178616811 179401126 168
5 179401127 180111681 169
5 180111682 180885155 170
5 180885156 999999999 171
6 1 1452627 1
6 1452628 2890500 2
6 2890501 3297610 3
6 3297611 3956643 4
6 3956644 4747487 5
6 4747488 5546131 6
6 5546132 6622622 7
6 6622623 7975934 8
6 7975935 8907867 9
6 8907868 10178561 10
6 10178562 11237041 11
6 11237042 11911957 12
6 11911958 13316908 13
6 13316909 13835718 14
6 13835719 15066323 15
6 15066324 17489886 16
6 17489887 18712401 17
6 18712402 20802387 18
6 20802388 22154321 19
6 22154322 22453515 20
6 22453516 23334665 21
6 23334666 24139270 22
6 24139271 24852640 23
6 24852641 26141515 24
6 26141516 26510942 25
6 26510943 27432689 26
6 27432690 28132725 27
6 28132726 30074441 28
6 30074442 30932839 29
6 30932840 30990637 30
6 30990638 31997128 31
6 31997129 32682589 32
6 32682590 32965384 33
6 32965385 33958118 34
6 33958119 34726360 35
6 34726361 35786609 36
6 35786610 36761983 37
6 36761984 37572951 38
6 37572952 38472976 39
6 38472977 39295532 40
6 39295533 40607358 41
6 40607359 41169678 42
6 41169679 42289248 43
6 42289249 42823374 44
6 42823375 44462636 45
6 44462637 45527617 46
6 45527618 47131374 47
6 47131375 47888189 48
6 47888190 48445932 49
6 48445933 49957719 50
6 49957720 51171479 51
6 51171480 52050275 52
6 52050276 52994690 53
6 52994691 54293260 54
6 54293261 55191016 55
6 55191017 55468878 56
6 55468879 56105292 57
6 56105293 57084744 58
6 57084745 58137734 59
6 58137735 62693681 60
6 62693682 63174505 61
6 63174506 64108139 62
6 64108140 65274193 63
6 65274194 66049446 64
6 66049447 66563441 65
6 66563442 67261894 66
6 67261895 67557478 67
6 67557479 67973321 68
6 67973322 68849801 69
6 68849802 69523675 70
6 69523676 71012162 71
6 71012163 71970098 72
6 71970099 72451937 73
6 72451938 73562269 74
6 73562270 74405036 75
6 74405037 76129072 76
6 76129073 76658416 77
6 76658417 77261869 78
6 77261870 77937512 79
6 77937513 78957874 80
6 78957875 80328950 81
6 80328951 81774603 82
6 81774604 82389258 83
6 82389259 83575786 84
6 83575787 83996796 85
6 83996797 85035079 86
6 85035080 85265116 87
6 85265117 86042228 88
6 86042229 86860874 89
6 86860875 87650835 90
6 87650836 89086213 91
6 89086214 90122356 92
6 90122357 91640000 93
6 91640001 92749143 94
6 92749144 93729317 95
6 93729318 95063389 96
6 95063390 95830826 97
6 95830827 97093660 98
6 97093661 98212867 99
6 98212868 99673675 100
6 99673676 100630046 101
6 100630047 102097482 102
6 102097483 103233290 103
6 103233291 104212840 104
6 104212841 104947408 105
6 104947409 105532722 106
6 105532723 106116456 107
6 106116457 106923424 108
6 106923425 108052207 109
6 108052208 108478350 110
6 108478351 109651565 111
6 109651566 111391810 112
6 111391811 111509018 113
6 111509019 112967172 114
6 112967173 114220832 115
6 114220833 115376915 116
6 115376916 117081131 117
6 117081132 118527082 118
6 118527083 119883324 119
6 119883325 121081156 120
6 121081157 122194763 121
6 122194764 123478436 122
6 123478437 124138963 123
6 124138964 125077502 124
6 125077503 126443486 125
6 126443487 128599507 126
6 128599508 130272586 127
6 130272587 131457945 128
6 131457946 132644863 129
6 132644864 133201587 130
6 133201588 134492390 131
6 134492391 135588724 132
6 135588725 136963233 133
6 136963234 137680459 134
6 137680460 138246993 135
6 138246994 138994251 136
6 138994252 139741710 137
6 139741711 140437381 138
6 140437382 142037780 139
6 142037781 143287520 140
6 143287521 143833973 141
6 143833974 145516910 142
6 145516911 145906410 143
6 145906411 147848710 144
6 147848711 149277242 145
6 149277243 150253800 146
6 150253801 151538286 147
6 151538287 152537463 148
6 152537464 153551360 149
6 153551361 154462993 150
6 154462994 155375575 151
6 155375576 156349738 152
6 156349739 158011410 153
6 158011411 158968483 154
6 158968484 160579960 155
6 160579961 161367957 156
6 161367958 162567045 157
6 162567046 163616308 158
6 163616309 164594115 159
6 164594116 166140699 160
6 166140700 167024140 161
6 167024141 168042497 162
6 168042498 169236363 163
6 169236364 170330142 164
6 170330143 171051269 165
6 171051270 999999999 166
7 1 282551 1
7 282552 1326127 2
7 1326128 2481696 3
7 2481697 3099741 4
7 3099742 3737876 5
7 3737877 4140793 6
7 4140794 4786400 7
7 4786401 5274411 8
7 5274412 6012380 9
7 6012381 7169106 10
7 7169107 7869867 11
7 7869868 9018656 12
7 9018657 9898286 13
7 9898287 10358388 14
7 10358389 10882508 15
7 10882509 11392913 16
7 11392914 12690839 17
7 12690840 13883690 18
7 13883691 14942899 19
7 14942900 15606557 20
7 15606558 16484918 21
7 16484919 17280024 22
7 17280025 18933868 23
7 18933869 20284576 24
7 20284577 20804393 25
7 20804394 21713203 26
7 21713204 22509633 27
7 22509634 23108344 28
7 23108345 24389485 29
7 24389486 24707271 30
7 24707272 25670020 31
7 25670021 25939160 32
7 25939161 27538705 33
7 27538706 28359561 34
