chr start stop block
1 209837236 212344929 91
1 212344930 213936673 92
1 213936674 216245664 93
1 216245665 218342975 94
1 218342976 220125115 95
1 220125116 221151628 96
1 221151629 223654494 97
1 223654495 225965357 98
1 225965358 228102731 99
1 228102732 230437261 100
1 230437262 232090251 101
1 232090252 233369740 102
1 233369741 234839042 103
1 234839043 236202704 104
1 236202705 237419494 105
1 237419495 238922340 106
1 238922341 239566654 107
1 239566655 241169136 108
1 241169137 242420887 109
1 242420888 244512786 110
1 244512787 245966753 111
1 245966754 247344629 112
1 247344630 249239465 113
1 249239466 999999999 114
2 1 2645947 1
2 2645948 4015664 2
2 4015665 5529461 3
2 5529462 6967942 4
2 6967943 8233380 5
2 8233381 10083948 6
2 10083949 12419386 7
2 12419387 14757212 8
2 14757213 16549756 9
2 16549757 17515330 10
2 17515331 19692795 11
2 19692796 20402937 12
2 20402938 23703343 13
2 23703344 26209578 14
2 26209579 29456859 15
2 29456860 31111553 16
2 31111554 33363143 17
2 33363144 34016908 18
2 34016909 35344927 19
2 35344928 36123027 20
2 36123028 38132910 21
2 38132911 40508069 22
2 40508070 42336743 23
2 42336744 44322127 24
2 44322128 46482633 25
2 46482634 47806039 26
2 47806040 49116025 27
2 49116026 50818255 28
2 50818256 52491016 29
2 52491017 53355221 30
2 53355222 54686321 31
2 54686322 57429034 32
2 57429035 57726343 33
2 57726344 60728135 34
2 60728136 62429043 35
2 62429044 64625084 36
2 64625085 65936331 37
2 65936332 67227247 38
2 67227248 69375741 39
2 69375742 70579921 40
2 70579922 73125597 41
2 73125598 75409632 42
2 75409633 76647376 43
2 76647377 78080013 44
2 78080014 80049717 45
2 80049718 83606073 46
2 83606074 85893190 47
2 85893191 86961901 48
2 86961902 89260646 49
2 89260647 95326809 50
2 95326810 98629108 51
2 98629109 100544637 52
2 100544638 101557233 53
2 101557234 103759507 54
2 103759508 104714864 55
2 104714865 107780931 56
2 107780932 108996017 57
2 108996018 113477210 58
2 113477211 116413650 59
2 116413651 119581737 60
2 119581738 121554316 61
2 121554317 123396004 62
2 123396005 124932992 63
2 124932993 127752361 64
2 127752362 129313013 65
2 129313014 131767128 66
2 131767129 132783543 67
2 132783544 135158692 68
2 135158693 136977975 69
2 136977976 139414543 70
2 139414544 140903957 71
2 140903958 142793065 72
2 142793066 144519477 73
2 144519478 147956519 74
2 147956520 150473192 75
2 150473193 153465187 76
2 153465188 155637293 77
2 155637294 157560494 78
2 157560495 159577114 79
2 159577115 161769654 80
2 161769655 163503839 81
2 163503840 165203972 82
2 165203973 167128465 83
2 167128466 167490427 84
2 167490428 169588987 85
2 169588988 171319416 86
2 171319417 174122649 87
2 174122650 177074922 88
2 177074923 179244503 89
2 179244504 181812684 90
2 181812685 184145975 91
2 184145976 186242926 92
2 186242927 188897633 93
2 188897634 191973454 94
2 191973455 195123358 95
2 195123359 197140124 96
2 197140125 198142796 97
2 198142797 200513799 98
2 200513800 201357288 99
2 201357289 202542474 100
2 202542475 205363046 101
2 205363047 208120623 102
2 208120624 209941698 103
2 209941699 212194774 104
2 212194775 214013652 105
2 214013653 215573225 106
2 215573226 218395306 107
2 218395307 219853566 108
2 219853567 222520903 109
2 222520904 224859322 110
2 224859323 227665677 111
2 227665678 229593914 112
2 229593915 232191249 113
2 232191250 233550712 114
2 233550713 234883166 115
2 234883167 236066959 116
2 236066960 237201265 117
2 237201266 238502380 118
2 238502381 240328717 119
2 240328718 241459496 120
2 241459497 242489408 121
2 242489409 243188919 122
2 243188920 999999999 123
3 1 1164056 1
3 1164057 2863910 2
3 2863911 5108348 3
3 5108349 6724764 4
3 6724765 8051950 5
3 8051951 9899532 6
3 9899533 11019487 7
3 11019488 12860228 8
3 12860229 14816749 9
3 14816750 16664546 10
3 16664547 17891040 11
3 17891041 19789002 12
3 19789003 20375344 13
3 20375345 21643706 14
3 21643707 22647519 15
3 22647520 25460046 16
3 25460047 27611776 17
3 27611777 30484624 18
3 30484625 31726059 19
3 31726060 32845662 20
3 32845663 33989245 21
3 33989246 35283407 22
3 35283408 38353504 23
3 38353505 40796031 24
3 40796032 42540433 25
3 42540434 45151575 26
3 45151576 45992976 27
3 45992977 47793552 28
3 47793553 51831791 29
3 51831792 53739788 30
3 53739789 55348767 31
3 55348768 56847830 32
3 56847831 59704330 33
3 59704331 61958749 34
3 61958750 63669878 35
3 63669879 65273078 36
3 65273079 66270446 37
3 66270447 67742900 38
3 67742901 68646217 39
3 68646218 70449027 40
3 70449028 72528425 41
3 72528426 74398939 42
3 74398940 75717385 43
3 75717386 79024470 44
3 79024471 82022275 45
3 82022276 82527030 46
3 82527031 84961749 47
3 84961750 87590635 48
3 87590636 89775032 49
3 89775033 94256162 50
3 94256163 96058346 51
3 96058347 98215515 52
3 98215516 100553824 53
3 100553825 102013408 54
3 102013409 104581612 55
3 104581613 106834266 56
3 106834267 108638227 57
3 108638228 110929055 58
3 110929056 112455116 59
3 112455117 113650585 60
3 113650586 115605660 61
3 115605661 116898041 62
3 116898042 118903461 63
3 118903462 120523072 64
3 120523073 121822626 65
3 121822627 123198640 66
3 123198641 124936548 67
3 124936549 126214329 68
3 126214330 128194795 69
3 128194796 130024575 70
3 130024576 131836225 71
3 131836226 133573171 72
3 133573172 135268751 73
3 135268752 137727494 74
3 137727495 139847178 75
3 139847179 141034490 76
3 141034491 142985099 77
3 142985100 144169279 78
3 144169280 146285124 79
3 146285125 148637332 80
3 148637333 150530064 81
3 150530065 151256351 82
3 151256352 152222142 83
3 152222143 153407525 84
3 153407526 154485880 85
3 154485881 157311595 86
3 157311596 159155376 87
3 159155377 161620008 88
3 161620009 165935730 89
3 165935731 168270618 90
3 168270619 172048456 91
3 172048457 175051222 92
3 175051223 176928974 93
3 176928975 179376587 94
3 179376588 181637722 95
3 181637723 184112681 96
3 184112682 186230741 97
3 186230742 188951596 98
3 188951597 190355508 99
3 190355509 192344596 100
3 192344597 193962111 101
3 193962112 195349065 102
3 195349066 196728481 103
3 196728482 197946621 104
3 197946622 999999999 105
4 1 695911 1
4 695912 2306582 2
4 2306583 3384843 3
4 3384844 4989587 4
4 4989588 6325241 5
4 6325242 7663189 6
4 7663190 9217083 7
4 9217084 10698979 8
4 10698980 13004347 9
4 13004348 15148515 10
4 15148516 16579694 11
4 16579695 18752292 12
4 18752293 20486650 13
4 20486651 22319287 14
4 22319288 24135368 15
4 24135369 26836316 16
4 26836317 29313036 17
4 29313037 31205516 18
4 31205517 32593452 19
4 32593453 35151581 20
4 35151582 36540809 21
4 36540810 38203463 22
4 38203464 40588392 23
4 40588393 42664296 24
4 42664297 45189269 25
4 45189270 47412252 26
4 47412253 47997644 27
4 47997645 54658564 28
4 54658565 57458941 29
4 57458942 59360440 30
4 59360441 60608828 31
4 60608829 61598882 32
4 61598883 63843685 33
4 63843686 64504613 34
4 64504614 65592227 35
4 65592228 68741352 36
4 68741353 69601807 37
4 69601808 72418005 38
4 72418006 74888946 39
4 74888947 77718851 40
4 77718852 78969419 41
4 78969420 80322664 42
4 80322665 82691668 43
4 82691669 83510371 44
4 83510372 84922153 45
4 84922154 87214992 46
4 87214993 89236854 47
4 89236855 90500459 48
4 90500460 92166235 49
4 92166236 94233167 50
4 94233168 95896912 51
4 95896913 97912514 52
4 97912515 99040830 53
4 99040831 101711688 54
4 101711689 102707192 55
4 102707193 105305538 56
4 105305539 107501340 57
4 107501341 109780300 58
4 109780301 111466212 59
4 111466213 114687994 60
4 114687995 118224724 61
4 118224725 119932619 62
4 119932620 121393950 63
4 121393951 122458884 64
4 122458885 124387407 65
4 124387408 126751238 66
4 126751239 127833072 67
4 127833073 130591860 68
4 130591861 131284304 69
4 131284305 133742119 70
4 133742120 134111557 71
4 134111558 135954225 72
4 135954226 137831941 73
4 137831942 139197293 74
4 139197294 143226783 75
4 143226784 145025809 76
4 145025810 148834276 77
4 148834277 150683432 78
4 150683433 152782183 79
4 152782184 154122369 80
4 154122370 155546838 81
4 155546839 157596252 82
4 157596253 158455362 83
4 158455363 161798201 84
4 161798202 161998783 85
4 161998784 163413309 86
4 163413310 164173866 87
4 164173867 165472928 88
4 165472929 166593951 89
4 166593952 167853559 90
4 167853560 169676675 91
4 169676676 171209591 92
4 171209592 172963784 93
4 172963785 174857041 94
4 174857042 176376341 95
4 176376342 179391122 96
4 179391123 180547907 97
4 180547908 183473283 98
4 183473284 184930022 99
4 184930023 186544263 100
4 186544264 187867532 101
4 187867533 189155113 102
4 189155114 189915202 103
4 189915203 191043593 104
4 191043594 999999999 105
5 1 1483179 1
5 1483180 2851268 2
5 2851269 4940254 3
5 4940255 5973035 4
5 5973036 8445401 5
5 8445402 9873005 6
5 9873006 11849589 7
5 11849590 13611630 8
5 13611631 17400371 9
5 17400372 18850603 10
5 18850604 22657007 11
5 22657008 23719695 12
5 23719696 26124487 13
5 26124488 27316596 14
5 27316597 29594523 15
5 29594524 31391125 16
5 31391126 33500817 17
5 33500818 35048571 18
5 35048572 36433091 19
5 36433092 38802787 20
5 38802788 40287728 21
5 40287729 42858746 22
5 42858747 44045379 23
5 44045380 49410914 24
5 49410915 51701348 25
5 51701349 53748306 26
5 53748307 55416657 27
5 55416658 57339004 28
5 57339005 58523944 29
5 58523945 61247123 30
5 61247124 62536057 31
5 62536058 65205426 32
5 65205427 67851516 33
5 67851517 71419710 34
5 71419711 73759198 35
5 73759199 76221197 36
5 76221198 77283974 37
5 77283975 79394040 38
5 79394041 79992757 39
5 79992758 81237240 40
5 81237241 83972772 41
5 83972773 85767056 42
5 85767057 87438019 43
5 87438020 90423338 44
5 90423339 91840636 45
5 91840637 93811096 46
5 93811097 96374149 47
5 96374150 97316374 48
5 97316375 99261849 49
5 99261850 100595233 50
5 100595234 103181350 51
5 103181351 104854816 52
5 104854817 106909040 53
5 106909041 109233617 54
5 109233618 110896790 55
5 110896791 112302829 56
5 112302830 113777985 57
5 113777986 114751102 58
5 114751103 115879776 59
5 115879777 117082849 60
5 117082850 118675900 61
5 118675901 119669845 62
5 119669846 122002652 63
5 122002653 123240669 64
5 123240670 125128469 65
5 125128470 127345467 66
5 127345468 129519146 67
5 129519147 132007337 68
5 132007338 134777576 69
5 134777577 136376491 70
5 136376492 139409052 71
5 139409053 141852076 72
5 141852077 143592975 73
5 143592976 146434799 74
5 146434800 148549093 75
5 148549094 150911274 76
5 150911275 152504699 77
5 152504700 153899306 78
5 153899307 156627809 79
5 156627810 157585547 80
5 157585548 159866696 81
5 159866697 161694488 82
5 161694489 163803606 83
5 163803607 165314601 84
5 165314602 167651858 85
5 167651859 169330610 86
5 169330611 170904980 87
5 170904981 172766001 88
5 172766002 174167622 89
5 174167623 176509937 90
5 176509938 179096401 91
5 179096402 179828924 92
5 179828925 180885155 93
5 180885156 999999999 94
6 1 1452082 1
6 1452083 2510435 2
6 2510436 4317568 3
6 4317569 5057820 4
6 5057821 6752796 5
6 6752797 7975636 6
6 7975637 9020423 7
6 9020424 10627075 8
6 10627076 12365128 9
6 12365129 13835829 10
6 13835830 15819454 11
6 15819455 18404206 12
6 18404207 19672631 13
6 19672632 23199919 14
6 23199920 24397128 15
6 24397129 26141756 16
6 26141757 26697552 17
6 26697553 28901401 18
6 28901402 29688045 19
6 29688046 30458590 20
6 30458591 31054922 21
6 31054923 31571893 22
6 31571894 32682589 23
6 32682590 33209309 24
6 33209310 35757006 25
6 35757007 37112680 26
6 37112681 39022822 27
6 39022823 40434090 28
6 40434091 41712057 29
6 41712058 43728478 30
6 43728479 45405388 31
6 45405389 46731323 32
6 46731324 49957252 33
6 49957253 51171479 34
6 51171480 52828868 35
6 52828869 54293677 36
6 54293678 56105706 37
6 56105707 58138274 38
6 58138275 62693822 39
6 62693823 64607598 40
6 64607599 65764775 41
6 65764776 67152225 42
6 67152226 67906135 43
6 67906136 70361483 44
6 70361484 71609004 45
6 71609005 73451672 46
6 73451673 74404067 47
6 74404068 76627638 48
6 76627639 77415154 49
6 77415155 78385576 50
6 78385577 80691481 51
6 80691482 82389310 52
6 82389311 84742340 53
6 84742341 87650462 54
6 87650463 88857391 55
6 88857392 91092351 56
6 91092352 92348704 57
6 92348705 94329243 58
6 94329244 96490133 59
6 96490134 98021636 60
6 98021637 100875515 61
6 100875516 102201823 62
6 102201824 104733703 63
6 104733704 107240061 64
6 107240062 108858459 65
6 108858460 110305070 66
6 110305071 112345455 67
6 112345456 114220832 68
6 114220833 116703925 69
6 116703926 118099643 70
6 118099644 120338587 71
6 120338588 122348427 72
6 122348428 124099183 73
6 124099184 127540154 74
6 127540155 129860935 75
6 129860936 130935710 76
6 130935711 132891665 77
6 132891666 134243917 78
6 134243918 136223663 79
6 136223664 138245744 80
6 138245745 139976686 81
6 139976687 142288532 82
6 142288533 145518029 83
6 145518030 147740271 84
6 147740272 150754999 85
6 150755000 152702384 86
6 152702385 153993092 87
6 153993093 157641071 88
6 157641072 159542045 89
6 159542046 162169451 90
6 162169452 164360066 91
6 164360067 166831723 92
6 166831724 168042467 93
6 168042468 169236970 94
6 169236971 169946665 95
6 169946666 171051269 96
6 171051270 999999999 97
7 1 1240746 1
7 1240747 2482289 2
7 2482290 4142452 3
7 4142453 5455377 4
7 5455378 6573086 5
7 6573087 8162907 6
7 8162908 9034683 7
7 9034684 10882976 8
7 10882977 12635430 9
7 12635431 14141607 10
7 14141608 15591420 11
7 15591421 16902523 12
7 16902524 18759805 13
7 18759806 21715377 14
7 21715378 23472032 15
7 23472033 26552260 16
7 26552261 28554103 17
7 28554104 31137288 18
7 31137289 33997076 19
7 33997077 36120152 20
7 36120153 37910001 21
7 37910002 38965628 22
7 38965629 40482672 23
7 40482673 41853481 24
7 41853482 43448396 25
7 43448397 45523272 26
7 45523273 47104275 27
7 47104276 49211847 28
7 49211848 51674879 29
7 51674880 53176375 30
7 53176376 54905958 31
7 54905959 57382763 32
7 57382764 62560321 33
7 62560322 63624321 34
7 63624322 67371494 35
7 67371495 68458763 36
7 68458764 69083423 37
7 69083424 71874125 38
7 71874126 74408522 39
7 74408523 76499311 40
7 76499312 78460634 41
7 78460635 80333321 42
7 80333322 81714242 43
7 81714243 83567545 44
7 83567546 85570788 45
7 85570789 88189328 46
7 88189329 89727015 47
7 89727016 92494244 48
7 92494245 94058817 49
7 94058818 96432922 50
7 96432923 99365082 51
7 99365083 100526289 52
7 100526290 101731497 53
7 101731498 103197910 54
7 103197911 103793048 55
7 103793049 105681589 56
7 105681590 107460000 57
7 107460001 109296361 58
7 109296362 112125630 59
7 112125631 113714772 60
7 113714773 116918287 61
7 116918288 119074051 62
7 119074052 120269170 63
7 120269171 122992989 64
7 122992990 125775065 65
7 125775066 126869220 66
7 126869221 129589867 67
7 129589868 131635482 68
7 131635483 133736373 69
7 133736374 136111688 70
7 136111689 138309841 71
7 138309842 139664084 72
7 139664085 141678416 73
7 141678417 142659757 74
7 142659758 145171421 75
7 145171422 146397903 76
7 146397904 147996404 77
7 147996405 149500991 78
7 149500992 151627122 79
7 151627123 153033737 80
7 153033738 154964315 81
7 154964316 156153105 82
7 156153106 157635552 83
7 157635553 159128574 84
7 159128575 999999999 85
8 1 720793 1
8 720794 1162979 2
8 1162980 1957007 3
8 1957008 2791986 4
8 2791987 3361149 5
8 3361150 3704712 6
8 3704713 4480373 7
8 4480374 5146926 8
8 5146927 6142330 9
8 6142331 7153078 10
8 7153079 9099580 11
8 9099581 10118213 12
8 10118214 11088308 13
8 11088309 13394642 14
8 13394643 13945975 15
8 13945976 15709610 16
8 15709611 17300378 17
8 17300379 18671054 18
8 18671055 19221079 19
8 19221080 21137818 20
8 21137819 21901217 21
8 21901218 23028334 22
8 23028335 24672500 23
8 24672501 25803979 24
8 25803980 26900698 25
8 26900699 28621012 26
8 28621013 30534247 27
8 30534248 33044703 28
8 33044704 34782250 29
8 34782251 38017235 30
8 38017236 40054434 31
8 40054435 42472799 32
8 42472800 46841314 33
8 46841315 51464549 34
8 51464550 53885290 35
8 53885291 54450916 36
8 54450917 56115357 37
8 56115358 57212082 38
8 57212083 59047311 39
8 59047312 60470379 40
8 60470380 62328608 41
8 62328609 63426171 42
8 63426172 67414033 43
8 67414034 69121035 44
8 69121036 72289570 45
8 72289571 73836478 46
8 73836479 75684314 47
8 75684315 77379450 48
8 77379451 79751439 49
8 79751440 82016263 50
8 82016264 83727740 51
8 83727741 85110407 52
8 85110408 85978700 53
8 85978701 87634580 54
8 87634581 89085480 55
8 89085481 90639837 56
8 90639838 94303591 57
8 94303592 96205876 58
8 96205877 99403073 59
8 99403074 102260922 60
8 102260923 104123442 61
8 104123443 107270870 62
8 107270871 109011378 63
8 109011379 115011594 64
8 115011595 116407567 65
8 116407568 121179005 66
8 121179006 123780419 67
8 123780420 126401022 68
8 126401023 128708974 69
8 128708975 130003882 70
8 130003883 131959713 71
8 131959714 133351161 72
8 133351162 134571617 73
8 134571618 137120279 74
8 137120280 139607998 75
8 139607999 141104816 76
8 141104817 142610655 77
8 142610656 144214289 78
8 144214290 146303866 79
8 146303867 999999999 80
9 1 1197525 1
9 1197526 2235667 2
9 2235668 2696554 3
9 2696555 4320424 4
9 4320425 6144485 5
9 6144486 7759241 6
9 7759242 8919318 7
9 8919319 11103345 8
9 11103346 12046745 9
9 12046746 14836079 10
9 14836080 16364350 11
9 16364351 18259691 12
9 18259692 20288118 13
9 20288119 21938459 14
9 21938460 23424760 15
9 23424761 24746693 16
9 24746694 25893113 17
9 25893114 27748182 18
9 27748183 29938114 19
9 29938115 31118132 20
9 31118133 31884882 21
9 31884883 33578940 22
9 33578941 34701351 23
9 34701352 36745891 24
9 36745892 38717180 25
9 38717181 69989374 26
9 69989375 72513604 27
9 72513605 74398784 28
9 74398785 75708878 29
9 75708879 77543687 30
9 77543688 79221990 31
9 79221991 81510358 32
9 81510359 82682882 33
9 82682883 83713503 34
9 83713504 86070381 35
9 86070382 87812365 36
9 87812366 89493522 37
9 89493523 92343049 38
9 92343050 94165485 39
9 94165486 96486025 40
9 96486026 98547389 41
9 98547390 100312283 42
9 100312284 102281872 43
9 102281873 104225479 44
9 104225480 105967983 45
9 105967984 107829747 46
9 107829748 110368473 47
9 110368474 112864468 48
9 112864469 116400501 49
9 116400502 119529999 50
9 119530000 122117724 51
9 122117725 124681438 52
9 124681439 126973203 53
9 126973204 128927727 54
9 128927728 130597603 55
9 130597604 132047807 56
9 132047808 133641808 57
9 133641809 134137628 58
9 134137629 134722556 59
9 134722557 136612239 60
9 136612240 138198536 61
9 138198537 139575792 62
9 139575793 141144795 63
9 141144796 999999999 64
10 1 1523805 1
10 1523806 3350440 2
10 3350441 4806511 3
10 4806512 5699798 4
10 5699799 7227266 5
10 7227267 9038945 6
10 9038946 10631303 7
10 10631304 12641985 8
10 12641986 14492885 9
10 14492886 16679278 10
10 16679279 18537266 11
10 18537267 20311056 12
10 20311057 22282802 13
10 22282803 24787657 14
10 24787658 26886614 15
10 26886615 28736449 16
10 28736450 30287397 17
10 30287398 31908497 18
10 31908498 33908654 19
10 33908655 35148610 20
10 35148611 36940702 21
10 36940703 43606458 22
10 43606459 45448030 23
10 45448031 47753191 24
10 47753192 50452593 25
10 50452594 52087334 26
10 52087335 53791678 27
10 53791679 55868179 28
10 55868180 57129542 29
10 57129543 59159036 30
10 59159037 60514348 31
10 60514349 62085189 32
10 62085190 64198066 33
10 64198067 66313714 34
10 66313715 67549740 35
10 67549741 68757628 36
10 68757629 71054708 37
10 71054709 72673144 38
10 72673145 73730458 39
10 73730459 75699349 40
10 75699350 79466700 41
10 79466701 80464092 42
10 80464093 82568988 43
10 82568989 83992479 44
10 83992480 85920708 45
10 85920709 87935758 46
10 87935759 89149283 47
10 89149284 90787307 48
10 90787308 92107335 49
10 92107336 95362626 50
10 95362627 97064850 51
10 97064851 100365648 52
10 100365649 102471755 53
10 102471756 106139564 54
10 106139565 107883348 55
10 107883349 110353326 56
10 110353327 112170485 57
10 112170486 115752989 58
10 115752990 117845894 59
10 117845895 120999637 60
10 120999638 122365961 61
10 122365962 123230918 62
10 123230919 124236218 63
10 124236219 126143062 64
10 126143063 127822234 65
10 127822235 129962925 66
10 129962926 130764812 67
10 130764813 131740760 68
10 131740761 132689304 69
10 132689305 134037999 70
10 134038000 134609625 71
10 134609626 135523864 72
10 135523865 999999999 73
11 1 2739888 1
11 2739889 4466101 2
11 4466102 6565000 3
11 6565001 7461581 4
11 7461582 9555469 5
11 9555470 10371325 6
11 10371326 12639328 7
11 12639329 13629454 8
11 13629455 15465637 9
11 15465638 17579782 10
11 17579783 19569431 11
11 19569432 21205246 12
11 21205247 22387439 13
11 22387440 23673699 14
11 23673700 25165354 15
11 25165355 26754937 16
11 26754938 29492525 17
11 29492526 30687489 18
11 30687490 32062966 19
11 32062967 34218652 20
11 34218653 35442607 21
11 35442608 38611204 22
11 38611205 40720443 23
11 40720444 44785738 24
11 44785739 47003017 25
11 47003018 54695472 26
11 54695473 55753842 27
11 55753843 58455946 28
11 58455947 59251803 29
11 59251804 62201640 30
11 62201641 63804568 31
11 63804569 67409717 32
11 67409718 69511629 33
11 69511630 70926291 34
11 70926292 72895949 35
11 72895950 74161460 36
11 74161461 76796158 37
11 76796159 79374416 38
11 79374417 81211601 39
11 81211602 84214591 40
11 84214592 86425727 41
11 86425728 88282077 42
11 88282078 90954608 43
11 90954609 92731400 44
11 92731401 94987749 45
11 94987750 97673783 46
11 97673784 98704140 47
11 98704141 100417157 48
11 100417158 102156567 49
11 102156568 103493095 50
11 103493096 105501638 51
11 105501639 106254206 52
11 106254207 107843997 53
11 107843998 109178130 54
11 109178131 111986911 55
11 111986912 114123538 56
11 114123539 115428158 57
11 115428159 116383542 58
11 116383543 117901739 59
11 117901740 118900986 60
11 118900987 120771783 61
11 120771784 121769480 62
11 121769481 123339957 63
11 123339958 124496118 64
11 124496119 126773878 65
11 126773879 128188776 66
11 128188777 130049773 67
11 130049774 131429518 68
11 131429519 132723634 69
11 132723635 134204730 70
11 134204731 134946451 71
11 134946452 999999999 72
12 1 1739021 1
12 1739022 3562407 2
12 3562408 5198072 3
12 5198073 6521656 4
12 6521657 7995248 5
12 7995249 9032963 6
12 9032964 10480871 7
12 10480872 11479020 8
12 11479021 14428646 9
12 14428647 15819891 10
12 15819892 18628020 11
12 18628021 20523760 12
12 20523761 21757655 13
12 21757656 24562052 14
12 24562053 26532778 15
12 26532779 28193226 16
12 28193227 29630823 17
12 29630824 31158539 18
12 31158540 32164006 19
12 32164007 34339983 20
12 34339984 37856716 21
12 37856717 41198903 22
12 41198904 42347744 23
12 42347745 43212361 24
12 43212362 45209543 25
12 45209544 47786055 26
12 47786056 50165689 27
12 50165690 52569387 28
12 52569388 54688125 29
12 54688126 56798799 30
12 56798800 59994969 31
12 59994970 61965141 32
12 61965142 66069781 33
12 66069782 68247433 34
12 68247434 70817278 35
12 70817279 73150802 36
12 73150803 73733753 37
12 73733754 76517682 38
12 76517683 78400194 39
12 78400195 80115361 40
12 80115362 82073039 41
12 82073040 82916339 42
12 82916340 84116731 43
12 84116732 86138537 44
12 86138538 89682290 45
12 89682291 92066154 46
12 92066155 93932578 47
12 93932579 95148194 48
12 95148195 96440949 49
12 96440950 98579854 50
12 98579855 100780654 51
12 100780655 103124290 52
12 103124291 104845402 53
12 104845403 106156519 54
12 106156520 107548625 55
12 107548626 109270449 56
12 109270450 113028428 57
12 113028429 114181108 58
12 114181109 116184484 59
12 116184485 117008584 60
12 117008585 118149096 61
12 118149097 119859278 62
12 119859279 122015992 63
12 122015993 124721968 64
12 124721969 127195164 65
12 127195165 128810028 66
12 128810029 130612384 67
12 130612385 132015257 68
12 132015258 133841510 69
12 133841511 999999999 70
13 1 21479582 1
13 21479583 22386164 2
13 22386165 23326259 3
13 23326260 24531979 4
13 24531980 25728171 5
13 25728172 27283455 6
13 27283456 29435975 7
13 29435976 30625938 8
13 30625939 32301387 9
13 32301388 34095662 10
13 34095663 35433084 11
13 35433085 37137640 12
13 37137641 38965012 13
13 38965013 40859943 14
13 40859944 42118644 15
13 42118645 43701330 16
13 43701331 45477001 17
13 45477002 47324760 18
13 47324761 49286437 19
13 49286438 51723600 20
13 51723601 52762359 21
13 52762360 55562139 22
13 55562140 56437605 23
13 56437606 58829325 24
13 58829326 61392801 25
13 61392802 63401792 26
13 63401793 65340420 27
13 65340421 67714795 28
13 67714796 69224435 29
13 69224436 71978412 30
13 71978413 73934088 31
13 73934089 75806472 32
13 75806473 77411043 33
13 77411044 79469555 34
13 79469556 81726771 35
13 81726772 85035884 36
13 85035885 88190872 37
13 88190873 90177953 38
13 90177954 92913092 39
13 92913093 94779283 40
13 94779284 96087869 41
13 96087870 97768097 42
13 97768098 98959257 43
13 98959258 100633110 44
13 100633111 102104030 45
13 102104031 104167665 46
13 104167666 105863275 47
13 105863276 107114896 48
13 107114897 109121209 49
13 109121210 110188240 50
13 110188241 112137058 51
13 112137059 113609603 52
13 113609604 115109852 53
13 115109853 999999999 54
14 1 21191944 1
14 21191945 23018664 2
14 23018665 24905122 3
14 24905123 27533180 4
14 27533181 29862814 5
14 29862815 32382214 6
14 32382215 34815855 7
14 34815856 35858507 8
14 35858508 40256600 9
14 40256601 40342046 10
14 40342047 43066700 11
14 43066701 43802045 12
14 43802046 46081715 13
14 46081716 47458805 14
14 47458806 49956534 15
14 49956535 52048392 16
14 52048393 53474135 17
14 53474136 53997289 18
14 53997290 55234111 19
14 55234112 56216786 20
14 56216787 57481314 21
14 57481315 59448877 22
14 59448878 62043301 23
14 62043302 63291420 24
14 63291421 65225451 25
14 65225452 67889282 26
14 67889283 71102396 27
14 71102397 72890153 28
14 72890154 74832029 29
14 74832030 77605472 30
14 77605473 78561979 31
14 78561980 81000020 32
